,UCS v8.2.1 Category List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAINS,BREAK,CHAINBrk,CHAIN,"Chain snapping or breaking, that sharp sound of a chain failing.","Bend, Break, Burst, Crack, Fracture, Links, Rupture, Sever, Shatter, Snap, Splinter, Split",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAINS,HANDLE,CHAINHndl,CHAIN,"Chain handling, repairing a bike chain, a prisoner moving around in chains. Some overlap with CHAINS-MOVEMENT.","Catch, Clench, Down, Grab, Grasp, Grip, Handle, Hold, Manipulate, Operate, Palm, Pickup, Pulling, Seize, Set, Take, Throw, Toss, Use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAINS,IMPACT,CHAINImpt,CHAIN,"Chain impacts, such a big chain hit or slam, or a tension snap of a chain being pulled taut.","Bang, Banging, Colliding, Crash, Crashing, Drop, Hit, Hitting, Impact, Impacting, Pound, Ram, Slam, Slamming, Smack, Smacking, Strike, Striking, Thrust",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAINS,MISC,CHAINMisc,CHAIN,Chain sounds not fitting another category in this list.,"Bonds, Links, Manacles, Miscellaneous, Restraints, Shackles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAINS,MOVEMENT,CHAINMvmt,CHAIN,"Chain handling, particularly being pulled through pulleys or across surfaces. See also CHAINS-HANDLE.","Bind, Bound, Clank, Clatter, Drag, Jingle, Shackle, Shackled, Shake, Vibrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMICALS,ACID,CHEMAcid,CHEM,"Chemical acid burning and sizzling, bubbling. A vat of acid.","Acetic, Acidic, Acrid, Biting, Caustic, Citric, Corrosive, Erosive, Fizz, Hydrochloric, Melt, Sizzle, Sour, Sulfuric, Toxic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMICALS,MISC,CHEMMisc,CHEM,Chemical sounds not fitting another category in this list.,"Agents, Atoms, Chemical, Chemicals, Compound, Compounds, Formulas, Matter, Miscellaneous, Mixtures, Molecules, Reagent, Solutions, Substance, Substances, Toxic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMICALS,REACTION,CHEMReac,CHEM,"Chemical reactions, chemistry set, bubbling, foaming, bunsen burner reactions. Overlap perhaps with LIQUID & MUD category.","Activate, Bubbling, Catalysis, Catalyst, Catalyze, Chemically, Chemistry, Electrolysis, Endothermic, Enzyme, Exothermic, Fermentation, Foaming, Hydrolysis, Inactive, Inert, React, Reaction, Reactive, Reagent, Transformation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOCKS,CHIME,CLOCKChim,CLOCK,"Chimes, bells specifically for a clock, Grandfather clock chimes. Alarm clocks would go to ALARMS-CLOCK.","Bell, Chime, Clock, Dong, Grandfather, Peal, Ring, Sound, Strike, Striker, Toll, Tolling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOCKS,MECHANICS,CLOCKMech,CLOCK,"Clocks winding, complex mechanical clock mechanisms.","Apparatus, Clocklike, Clockwork, Clockworks, Cogwheel, Cuckoo, Device, Escapement, Gears, Innards, Insides, Machinery, Mainspring, Mechanisms, Movements, Pendulum, Springs, Ticktock, Timepiece, Watch, Wheels, Winder, Winding, Workings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOCKS,MISC,CLOCKMisc,CLOCK,Clock sounds not fitting another category in this list. Also see ALARMS-CLOCK,"Chronometers, Miscellaneous, Timekeepers, Timepieces, Timers, Watches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOCKS,TICK,CLOCKTick,CLOCK,"Analog ticking clocks and watches of all sizes, also mechanical stop watches.","Chronometer, Click, Clicking, Clock, Egg, Face, Hands, Numerals, Pendulum, Quartz, Sounds, Stop, Stopwatch, Tick, Tick-Tock, Ticking, Time, Timekeeping, Timer, Tock, Tocking, Watch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOTH,FLAP,CLOTHFlp,CLOTH,"Cloth flapping, as in a flag flapping, or superman's cape. Also ship sails and parachutes.","Apparel, Apron, Banner, Bib, Blanket, Burlap, Canvas, Cape, Clothe, Cotton, Dress, Fabric, Fabrics, Flag, Flannel, Flap, Flapping, Flicker, Flutter, Fluttering, Garment, Gown, Jacket, Jeans, Khaki, Lace, Laundry, Linen, Material, Microfiber, Muslin, Nylon, Oilcloth, Oilskin, Pants, Parachute, Pillowcase, Polyester, Rag, Rayon, Robe, Rustle, Rustling, Sail, Sailcloth, Sheet, Shirt, Silk, Skirt, Tablecloth, Terry, Textile, Towel, Whipping, Wool, Woven",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOTH,HANDLE,CLOTHHndl,CLOTH,"Cloth handling, grabbing a jacket, clothy arm grabs, etc. Some overlap with CLOTH-MOVEMENT. See also possibly OBJECTS-FASHION.","Apparel, Apron, Banner, Bib, Blanket, Burlap, Canvas, Catch, Clasp, Clench, Clothe, Clutch, Cotton, Down, Dress, Embrace, Fabric, Fabrics, Flag, Flannel, Garment, Gown, Grab, Grasp, Grip, Handle, Hold, Jacket, Jeans, Khaki, Lace, Laundry, Linen, Material, Microfiber, Muslin, Nylon, Oilcloth, Oilskin, Pants, Pickup, Pillowcase, Polyester, Rag, Rayon, Robe, Seize, Set, Sheet, Shirt, Silk, Skirt, Tablecloth, Terry, Textile, Toss, Towel, Wool, Woven",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOTH,IMPACT,CLOTHImpt,CLOTH,"Cloth impacts, throwing a jacket forcefully to the floor, a wet towel snap. Some overlap with CLOTH-MOVEMENT possible.","Apparel, Apron, Banner, Bib, Blanket, Bump, Burlap, Canvas, Clothe, Cotton, Dress, Drop, Fabric, Fabrics, Flag, Flannel, Garment, Gown, Hit, Hitting, Impact, Impacting, Jacket, Jeans, Khaki, Lace, Laundry, Linen, Material, Microfiber, Muslin, Nylon, Oilcloth, Oilskin, Pants, Pillowcase, Polyester, Rag, Rayon, Robe, Sheet, Shirt, Silk, Skirt, Smack, Smacking, Strike, Tablecloth, Terry, Textile, Thump, Towel, Wool, Woven",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOTH,MISC,CLOTHMisc,CLOTH,Cloth sounds not fitting another category in this list.,"Apparel, Apron, Banner, Bib, Blanket, Burlap, Canvas, Chambray, Cloth, Clothe, Corduroy, Cotton, Denim, Dress, Fabric, Fabrics, Flag, Flannel, Garment, Gown, Jacket, Jeans, Khaki, Lace, Laundry, Linen, Material, Microfiber, Miscellaneous, Muslin, Nylon, Oilcloth, Oilskin, Pants, Pillowcase, Polyester, Rag, Rayon, Robe, Sheet, Shirt, Silk, Skirt, Tablecloth, Terry, Textile, Towel, Twill, Velvet, Wool, Woven",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOTH,MOVEMENT,CLOTHMvmt,CLOTH,Varied cloth movement except flapping which has its own category. Variety of cloth movement. Cloth zuzz. See also CLOTH-FLAP.,"Adjusting, Apparel, Apron, Arranging, Banner, Bib, Billow, Billowing, Blanket, Bunching, Burlap, Canvas, Clothe, Cotton, Crumpling, Drape, Draping, Dress, Fabric, Fabrics, Flag, Flannel, Flapping, Flow, Flutter, Fluttering, Folding, Garment, Gathering, Gown, Hang, Jacket, Jeans, Khaki, Lace, Laundry, Linen, Material, Microfiber, Movement, Muslin, Nylon, Oilcloth, Oilskin, Pants, Pillowcase, Pleating, Polyester, Positioning, Rag, Rayon, Repositioning, Ripple, Robe, Ruffle, Ruffling, Rustle, Rustling, Scrunch, Scrunching, Settling, Sheet, Shifting, Shirt, Silk, Skirt, Smoothing, Spreading, Stretching, Sway, Swaying, Swing, Swish, Tablecloth, Terry, Textile, Towel, Tucking, Tugging, Undulate, Unfolding, Waving, Wool, Woven, Zuzz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOTH,RIP,CLOTHRip,CLOTH,"Various cloth rips and tears, short to long. Velcro would best fit here too.","Apart, Apparel, Apron, Banner, Bib, Blanket, Breach, Burlap, Canvas, Clothe, Cotton, Cut, Dissect, Dress, Fabric, Fabrics, Flag, Flannel, Garment, Gash, Gown, Incise, Jacket, Jeans, Khaki, Lace, Lacerate, Laundry, Linen, Material, Microfiber, Muslin, Nylon, Oilcloth, Oilskin, Pants, Perforate, Pillowcase, Polyester, Puncture, Rag, Rayon, Rend, Rip, Ripped, Ripper, Ripping, Rive, Robe, Sever, Sheet, Shirt, Shred, Shredded, Silk, Skirt, Slash, Sunder, Tablecloth, Tattered, Tatters, Tear, Tearing, Terry, Textile, Towel, Velcro, Wool, Woven",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIONS,AUDIO VISUAL,COMAv,COM,"Various AV devices such a projector or tape recorder, video cameras here too. Some overlap or confusion with COMMUNICATIONS-CAMERA.","16mm, 8mm, Amplification, Amplifier, Audio, Audiovisual, Aural, AV, Betamax, Bias, Bolex, Cables, Camcorder, Camera, Cassette, CD, Cinematography, Conferencing, Device, Digital, Dollies, Film, Filming, Footage, Hypermedia, Ipod, Laserdisc, Media, Mixer, Monitoring, Motion, Multimedia, Nagra, Picture, Playback, Player, Presentation, Projector, Radiotelephone, Receiver, Recorder, Reel, Render, Slide, Sound, Spooling, Streaming, System, Tape, Taping, Telecommunication, Television, To, Transient, Tripod, VCR, Video, Videocam, Videophone, Visual, Walkman, Wall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIONS,CAMERA,COMCam,COM,"Still camera shutters, automatic winding, old flash-bulbs. Movie and video cameras to COMMUNICATIONS-AV.","120mm, 35mm, Action, Autofocus, Body, Bulb, Cam, Camara, Camera, Cameraman, Cameramen, Cameraperson, Camra, Canon, CCTV, Digicam, Digital, DSLR, Film, Flash, Format, Fuji, Fujifilm, Hasselblad, Image, Imaging, Instant, Kodak, Leica, Lens, Lense, Mamiya, Medium, Minicam, Nikon, Olympus, Photo, Photog, Photograph, Photographer, Photographic, Photographing, Photography, Picture, Pictures, Point-And-Shoot, Polaroid, Sensor, Shutter, SLR, Sony, Surveillance, Trail, Viewfinder, Webcam, Winding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIONS,CELLPHONE,COMCell,COM,"Cellphones and Smartphones., clicks and rings, tones.","Android, Blackberry, Calling, Cameraphone, Carphone, Cell, Cellular, Femtocell, Flip, Galaxy, Handsfree, Iphone, Mobile, Motorola, Nokia, Phone, Pocketphone, Portability, Roaming, Screenphone, SIM, Smartphone, Wireless, Wristphone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIONS,MICROPHONE,COMMic,COM,Feedback and mic bumps and handling. Megaphones would go here too.,"Cardioids, Dictaphone, Electret, Feedback, Handling, Headsets, Hydrophone, Hypercardioid, Lapel, Larsen, Lavalier, Lavaliere, Lectern, Megaphone, Mic, Microphone, Mics, Mike, Mikes, Podium, Preamplifier, Tap, Transducer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIONS,MISC,COMMisc,COM,Communication sounds not fitting another category in this list.,"Comm, Communicator, Fax, Miscellaneous, Newsletter, Reporting, Telecom, Telecommunication, Telecommunications, Telecoms, Telematics, Transmittal, Transmitted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIONS,PHONOGRAPH,COMPhono,COM,"Turntable, Victrola, motors and mechanics. STATIC has its own subcategory here.","33, 45, 78, Audion, Changer, Cinematograph, Edison, EP, Gramophone, Gramophones, Graphogram, Graphophone, Jukebox, Jukeboxes, Kinetoscope, LP, Orchestrion, Phonautograph, Phono, Phonogram, Phonographic, Phonography, Phonorecord, Photophone, Pianola, Player, Portable, Radiogram, Record, Stereophonic, Stereopticon, Stylus, Turntable, Turntables, Victrola, Vinyl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIONS,RADIO,COMRadio,COM,"Tuning, radio and shortwave sounds. STATIC has its own subcategory here. A radio broadcast would go here too. Overlap with VOICES-FUTZED.","Airing, Airwaves, AM, Antenna, BBC, Boombox, Broadcast, Broadcaster, Broadcasting, Car, Clock, Communications, FM, Futz, HD, Longwave, Newscasting, Portable, Radar, Radial, Radiocast, Radiocommunication, Radiofrequency, Radiophonic, Radiotelegraph, Radiotelegraphy, Radiotelephone, Receiver, Receiving, Shortwave, Side-Band, Signal, Siriusxm, Squelch, Station, Tabletop, Transmission, Tuner, Tuning, Waves, Weather, Wireless",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIONS,STATIC,COMStatic,COM,"Static from any electronic source, radio, CB, television, optical noise, phonograph noise.","Aliasing, Brown, Buzz, Crackle, Crunchy, Electrostatic, Fuzz, Hiss, Hum, Interference, Noise, Noisy, Pink, Radio, Scramble, Squelched, TV, White",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIONS,TELEMETRY,COMTelm,COM,"Fax machine tones, modem tones, telegraph, teletype. UI is it's own category","Analog, Analytics, Code, Comms, Data, Datalink, Datalogger, Dataloggers, Digital, Downlink, Downlinks, FSK, GPS, Modem, Monitoring, Morse, PPM, PSK, Ranging, Readout, Readouts, Satellites, Sensors, SOS, Spectrum, Telegraph, Tracker, Trackers, Tracking, Transmission, Uplinking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIONS,TELEPHONE,COMTelph,COM,Old school rotary dial and digital telephones. Technically any telephone that isn't a mobile or cell phone.,"Answerphone, Autodial, Calling, Cord, Cordless, Dial, Dialer, Dialing, Directory, Handset, Helpdesk, Helpline, Hotline, Hotlines, Interphone, Key, Landline, Number, Numero, Pad, Payphone, Phone, Phonecall, Phoned, Phoneline, Phoning, Push-Button, Radiotelephone, Radiotelephony, Receiver, Rotary, Speakerphone, Switchboard, Switchboards, Tel, Tele, Telecom, Telecommunication, Telecommunications, Teleconference, Teleconferencing, Telefonica, Telemarketing, Telephonic, Telephonically, Telephonist, Telephonists, Telephony, Touch-Tone, Touchtone, Voicemail",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIONS,TELEVISION,COMTv,COM,"Television programs, on and off, channel changes, TV Remote controls. STATIC has its own subcategory here. A television broadcast would go here too. Overlap with VOICES-FUTZED.","4K, Advertising, Antenna, Broadcast, Broadcaster, Channel, Commercials, CRT, Curved, Dial, Documentaries, Drama, Emissions, Flatscreen, Futz, HDR, LCD, LED, Movies, News, Newscaster, OLED, Opera, Plasma, Program, Programming, QLED, Remote, Show, Sitcom, Sitcoms, Smart, Soap, Sports, Talk, Teevee, Teleshopping, Televised, Television, Telly, Tube, TV, UFH, VHF, Viewing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIONS,TRANSCEIVER,COMTran,COM,"Walkie Talkies, CBs, Ham Radios, all two-way transceivers and radios go here. Put voices into VOICES-FUTZED.","Allonge, Antenna, Array, Bleep, Broadcast, CB, Collect, Collecting, Compander, Converter, Cradle, Cross, Directional, Dispatch, Downlink, Ear, Frequency, Ham, Heterodyne, Intercom, Keying, Lead, Modulation, Multipath, Omnidirectional, Racon, Radar, Radio, Radiogram, Radioman, Radios, Radiosonde, Receive, Received, Receiver, Receiving, Rig, Satellite, Signal, Squelch, Talkies, Transmitter, Transponder, Two-Way, Walkie, Wavelength, Wireless",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMMUNICATIONS,TYPEWRITER,COMType,COM,"Old school typewriters, not modern computer keyboards.","Braillewriter, Brother, Carriage, Corona, Daisywheel, Electric, Keyboard, Knob, Manual, Mimeographs, Olivetti, Olympia, Platen, Platten, Portable, Return, Ribbon, Royal, Smith-Corona, Stenograph, Stenographer, Tabulator, Teleprinter, Teletype, Teletypes, Teletypewriters, Treadle, Typeball, Typebar, Typebars, Typeface, Typehead, Typewrite, Typewriter, Typewritten, Typist, Typists, Typograph, Typographer, Underwood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTERS,HARD DRIVE,CMPTDriv,CMPT,"Laptop or other hard drive seeking sounds, data reading.","Boot, Data, Disc, Disk, Firewire, Floppy, Gigabytes, Grind, Hard, HDD, IDE, Magnetic, Megabytes, NAS, RAID, SATA, SCSI, Search, SSD, Storage, Terabytes, Thunderbolt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTERS,KEYBOARD & MOUSE,CMPTKey,CMPT,"Typing on computer keyboard, and mouse movement.","Bluetooth, Clicking, Cursor, Device, Ergonomic, Input, Keyboard, Keypad, Keys, Keystroke, Magic, Mechanical, Mice, Mouse, Numeric, Optical, QWERTY, Touchpad, Trackball, Trackpad, Typing, Wired, Wireless",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTERS,MISC,CMPTMisc,CMPT,Computer sounds not fitting another category in this list. Printers would go to MACHINES-OFFICE.,"Calculation, Computing, CPU, Cybercrime, Cyberspace, Desktop, Desktops, Gadget, Laptop, Mainframe, Palm, Pc, Peripheral, Pilot, Pocket, Software, Supercomputer, Tablet, Tech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATURES,AQUATIC,CREAAqua,CREA,"Giant mutant squids or sea monsters, kraken, leviathans.","Aquatic, Creature, Cthulhu, Giant, Hydra, Kelpie, Kraken, Leviathan, Loch, Marine, Mermaid, Monster, Naga, Ness, Nessie, Oceanic, Sea, Serpent, Siren, Squid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATURES,AVIAN,CREAAvian,CREA,"Alien or Fantasy birds, or weird birdlike creatures. A giant mutant parakeet would go here.","Alien, Beaked, Birds, Extraterrestrial, Fantasy, Feathered, Flying, Garuda, Griffin, Harpy, Hippogriff, Monster, Phoenix, Roc, Simurgh, Thunderbird, Winged",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATURES,BEAST,CREABeast,CREA,"Big four legged creatures and beasts. Wooly Mammoth, a mutant elephant, Mumakil.","Abomination, Beast, Cerberus, Chupacabra, Creature, Cryptid, Mammoth, Minotaur, Monster, Mumakil, Quadruped, Sasquatch, Unicorn, Wooly, Yeti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATURES,BLOB,CREABlob,CREA,"Gelatinous and gooey type creatures, gelatinous cube.","Amorphous, Blob, Blobby, Formless, Gelatinous, Gloop, Gooey, Goop, Jelly-Like, Mass, Monster, Ooze, Shapeless, Slime, Slimy, Viscous",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATURES,DINOSAUR,CREADino,CREA,"Dinosaurs of all types, Jurassic Park.","Allosaur, Allosaurus, Ankylosaurus, Anteosaur, Apatosaurus, Archaeopteryx, Archosaur, Argentinosaur, Beastie, Brachiosaurus, Brontosaur, Brontosaurs, Brontosaurus, Carnosaur, Cerapodan, Ceratopsian, Deinosaur, Dino, Dinocarid, Dinoceratan, Dinos, Dinosauriform, Dinosauromorph, Dinosaurus, Dinotherium, Diplodocus, Duckbilled, Exhibition, Fossil, Fossilised, Fossilized, Fossils, Hadrosaur, Hadrosaurs, Hung, Ichthyosaur, Ichthyosaurus, Iguanodon, Jurassic, Mesosaur, Mesosaurid, Mesozoic, Mosasaur, Non, Nothosaur, Ornithischian, Ornithopod, Oviraptor, Palaeontologist, Palaeontology, Palaeosaur, Paleontologist, Paleontology, Parasaurolophus, Pelagosaur, Plateosaur, Plesiosaur, Prehistoric, Prosauropod, Protorosaur, Pteranodon, Pterodactyl, Pterodactyls, Pterosaur, Pterosaurs, Raptor, Reptile, Rex, Rhynchosaur, Saurian, Saurians, Saurischian, Sauropod, Sauropods, Saurs, Segnosaurid, Spinosaur, Spinosaurid, Spinosaurus, Stegosaur, Stegosaurs, Stegosaurus, Teleosaur, Therizinosaurid, Theropod, Titanosaur, Triceratops, Trilophosaurid, Tyrannosaur, Tyrannosaurid, Tyrannosaurs, Tyrannosaurus, Velociraptor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATURES,DRAGON,CREADrgn,CREA,"Game of Thrones, Lord of the Rings, dragons of all types. See also CREATURES-REPTILIAN.","Chimera, Draco, Drago, Dragon, Dragoness, Dragonlike, Dragonslayer, Drake, Firedrake, Hydra, Naga, Serpent, Wyrm, Wyrmling, Wyvern, Wyverns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATURES,ELEMENTAL,CREAElem,CREA,"Creatures based on elements, rock giants, fire creatures, ice monsters, such a the Balrog, or a Rock Giant.","Air, Alchemic, Alchemical, Arcane, Crystal, Earth, Fire, Giant, Golem, Ice, Monster, Primal, Primeval, Rock, Shadow, Snow, Water, Wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATURES,ETHEREAL,CREAEthr,CREA,"Ghosts, spirits, ethereal vocals and wispy movement, apparitions.","Aethereal, Angel, Apparition, Apparitional, Astral, Banshee, Being, Corporeal, Ephemeral, Ethereal, Floaty, Ghost, Ghostlike, Ghosts, Gossamer, Otherworldly, Phantasmal, Phantasmic, Phantom, Poltergeist, Soul, Specter, Spectral, Spirit, Spirits, Vaporous, Vapory, Wisp, Wispy, Wraith",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATURES,HUMANOID,CREAHmn,CREA,"Human sized mythical creatures, so zombies and vampires, elves etc. Troll, Ogres, Orcs. Two legged creatures.","Bigfoot, Dead, Elf, Frankenstein, Ghoul, Living, Mummy, Ogre, Orcs, Swamp, Tengu, Thing, Troll, Undead, Vampire, Werewolf, Witch, Zombie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATURES,INSECTOID,CREAInsc,CREA,Giant spiders or other insect like creatures. The creature from The Fly. A giant Tarantula.,"Ant, Arachnid, Giant, Spider, Wasp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATURES,MISC,CREAMisc,CREA,Creature sounds not fitting another category in this list.,"Cryptids, Folklore, Miscellaneous, Mythical, Mythological",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATURES,MONSTER,CREAMnstr,CREA,"Godzilla, scary monsters, horror monsters. See also CREATURES-HUMANOID.","Behemoth, Chupacabra, Godzilla, King, Kong, Rancor, Xenomorph, Yeti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATURES,REPTILIAN,CREARept,CREA,"Giant lizards and snakes, large giant hissing monsters.","Basilisk, Giant, Gorgon, Lizard, Medusa, Serpent, Serpentine, Snake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATURES,SMALL,CREASmall,CREA,"Specifically small mythical creatures. Fairies, pixies, small rodent like creatures, etc. Distinguished by small size.","Brownie, Cupid, Elf, Elves, Fairy, Fraggle, Gnome, Gremlin, Hobgoblin, Imp, Leprechaun, Nymph, Pixie, Sprite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATURES,SOURCE,CREASrce,CREA,"Source recordings meant for creature design, like prop recordings, human voice packs for design, etc.","Barks, Bellows, Breath, Call, Caw, Chatters, Chitter, Click, Cries, Cry, Effort, Groans, Growls, Grunt, Grunts, Gurgles, Guttural, Hiss, Hisses, Howls, Moans, Mouth, Roars, Scream, Screams, Screech, Screeches, Shrieks, Snarls, Squawk, Squeal, Wails, Whine, Whispers, Yowls",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROWDS,ANGRY,CRWDAngr,CRWD,"Crowds of upset or angry people, as in a riot, protest, a schoolyard fight. See also AMBIENCE-PROTEST.","Agitated, Audience, Congregation, Demonstrators, Enraged, Furious, Gathering, Hooligan, Horde, Hostile, Incensed, Infuriated, Looters, Mad, Mob, Multitude, Outraged, Protest, Protesters, Riot, Rioters, Rowdy, Shout, Throng, Violent, Wrathful",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROWDS,APPLAUSE,CRWDApls,CRWD,Crowds where the applause is predominantly featured. Use CROWDS-CHEERING for recordings that are mainly vocals.,"Acclaimed, Adulation, Applaud, Applauded, Applauding, Applause, Appreciated, Appreciating, Appreciative, Audience, Cheer, Cheering, Cheers, Clap, Clapping, Congratulation, Congregation, Encore, Enthusiastic, Gathering, Golf, Grandstand, Grandstander, Grandstanding, Hand, Hand-Clapping, Handclap, Horde, Multitude, Ovation, Praise, Slow, Throng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
